name,url,description,test_type,remote_testing,adaptive_irt,duration_minutes,skills_covered,skill_domains,assessment_category,job_roles,seniority_levels,assessment_focus,keywords
SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,"[""fluency"", ""pronunciation"", ""active listening"", ""vocabulary"", ""grammar""]",[],Behavioral,[],[],fluency and communication,"[""English"", ""fluency"", ""pronunciation"", ""active listening"", ""vocabulary"", ""grammar""]"
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,"[""fluency"", ""pronunciation"", ""active listening"", ""vocabulary"", ""grammar""]","[""Language""]",Cognitive,[],[],Spoken English,"[""English"", ""test"", ""assessment"", ""automated"", ""employment"", ""decision"", ""tools""]"
SVAR - Spoken English (US) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,"[""fluency"", ""pronunciation"", ""active listening"", ""vocabulary"", ""grammar""]","[""Language""]",Cognitive,[],[],Spoken English,"[""English"", ""test"", ""assessment"", ""automated"", ""employment"", ""decision"", ""tools""]"
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,"[""aisance"", ""prononciation"", ""\u00e9coute active"", ""vocabulaire"", ""grammaire""]","[""Language""]",Cognitive,[],[],Spoken French,"[""French"", ""test"", ""assessment"", ""automated"", ""employment"", ""decision"", ""tools""]"
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,[],[],Cognitive,[],[],Language,"[""French"", ""Spoken"", ""Language"", ""Assessment"", ""Automated""]"
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,[],[],Cognitive,[],[],Language,"[""Spanish"", ""Spoken"", ""Language"", ""Assessment"", ""Automated""]"
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,[],[],Cognitive,[],[],Language,"[""Spanish"", ""Spoken"", ""Language"", ""Assessment"", ""Automated""]"
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",K,Yes,No,4.0,"[""Swing"", ""components"", ""containers"", ""layouts"", ""event handling""]","[""Software Development"", ""User Interface""]",Technical,"[""Software Developer""]",[],Knowledge,"[""Swing"", ""Java"", ""UI""]"
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",K,Yes,No,8.0,"[""Tableau"", ""data preparation"", ""visualizations"", ""calculations"", ""forecasting""]","[""Data Analysis"", ""Business Intelligence""]",Technical,"[""Data Analyst""]",[],Knowledge,"[""Tableau"", ""data visualization"", ""business intelligence""]"
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",K,Yes,No,7.0,"[""analog communication"", ""digital communication"", ""electromagnetism"", ""microwave engineering""]","[""Electrical Engineering"", ""Telecommunications""]",Technical,"[""Telecommunications Engineer""]",[],Knowledge,"[""telecommunications"", ""electrical engineering""]"
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.",K,Yes,No,9.0,"[""Teradata concepts"", ""RDBMS components"", ""performance availability features"", ""utilities"", ""workload management"", ""basic extensions"", ""logical expressions"", ""subqueries"", ""SQL optimization"", ""physical database design""]","[""Database Management"", ""Data Warehousing"", ""Data Analysis""]",Technical,"[""Data Analyst"", ""Data Scientist"", ""Database Administrator""]","[""Intermediate"", ""Senior""]",Knowledge,"[""Teradata"", ""RDBMS"", ""Database Design""]"
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.",K,Yes,Yes,15.0,"[""Time Management"", ""Action Plans"", ""Controlling"", ""Decision Making"", ""Organizing"", ""Planning"", ""Scheduling"", ""Time Usage"", ""Time Wasters""]","[""Productivity"", ""Time Management""]",Behavioral,"[""Business Analyst"", ""Project Manager"", ""Operations Manager""]","[""Junior"", ""Mid-level""]",Behavior,"[""Time Management"", ""Productivity""]"
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.",K,Yes,Yes,15.0,"[""Training Development"", ""Analysis Methods"", ""Audience Analysis"", ""Design Materials"", ""Design Strategy"", ""Developing Instructional Materials"", ""General Knowledge"", ""Media"", ""Project Management Plan"", ""Purpose of Training""]","[""Training and Development"", ""Education""]",Technical,"[""Trainer"", ""Instructional Designer"", ""Training Manager""]","[""Senior"", ""Lead""]",Knowledge,"[""Training Development"", ""Instructional Design""]"
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Typing based test that evaluates typing speed and accuracy.,S,Yes,No,2.0,[],[],,[],[],,[]
